proxy_name,num_of_conns,client/cpu,client/workingset,rps/mean,latency/mean,latency/p99,proxy/cpu,proxy/workingset,server/cpu,server/workingset
traefik,1,0.03,48.0,3645.596250992997,273.14977163939596,389,0.12,28.0,0.13,312.0
traefik,2,0.05,49.0,6869.801702289139,289.85542691891527,455,0.2,31.0,0.23,325.0
traefik,4,0.09,48.0,12433.172031063836,320.35547229501935,567,0.33,33.0,0.38,330.0
traefik,8,0.16,49.0,23278.955622809335,342.2336002898194,687,0.56,37.0,0.53,329.0
