proxy_name,num_of_conns,client/cpu,client/workingset,rps/mean,latency/mean,latency/p99,proxy/cpu,proxy/workingset,server/cpu,server/workingset
traefik,1,0.03,50.0,3598.429044772073,276.73148589876007,431,0.12,28.0,0.14,332.0
traefik,2,0.05,50.0,6677.458694431356,298.2866574148492,475,0.2,35.0,0.27,336.0
traefik,4,0.08,50.0,11978.567709384057,332.621542952472,580,0.34,40.0,0.44,343.0
traefik,8,0.14,50.0,21787.731418673124,365.7631463397096,716,0.57,42.0,0.62,344.0
