proxy_name,num_of_conns,client/cpu,client/workingset,rps/mean,latency/mean,latency/p99,proxy/cpu,proxy/workingset,server/cpu,server/workingset
yarp,1,0.02,50.0,3142.857199270485,317.0682349696928,419,0.26,348.0,0.13,325.0
yarp,2,0.04,50.0,5822.680012821363,342.25943736475114,464,0.42,350.0,0.23,338.0
yarp,4,0.07,50.0,11281.044480422115,353.2939935436689,543,0.67,358.0,0.41,338.0
yarp,8,0.13,50.0,20768.921974099398,383.76989880670556,631,0.89,386.0,0.59,340.0
